,dateorder,idbill,idproduct,qty,price
101747,2020-10-06,102987,30365,1.0,5.71
101748,2020-10-06,115045,30365,1.0,5.71
101764,2020-10-06,115162,30365,1.0,5.71
101800,2020-10-06,116294,30365,1.0,6.04
101801,2020-10-06,116303,30365,1.0,6.04
101824,2020-10-06,116489,30365,1.0,6.04
101827,2020-10-06,116550,30365,1.0,6.04
101837,2020-10-06,116640,30365,2.0,12.08
101853,2020-10-06,116747,30365,1.0,6.04
101868,2020-10-06,116860,30365,1.0,6.04
101884,2020-10-06,117080,30365,1.0,6.04
101889,2020-10-06,117901,30365,1.0,5.71
101899,2020-10-06,117931,30365,1.0,5.71
101903,2020-10-06,117975,30365,2.0,11.42
101904,2020-10-06,117982,30365,3.0,17.13
101943,2020-10-06,118264,30365,1.0,5.71
101947,2020-10-06,118302,30365,1.0,5.71
101983,2020-10-06,148170,30365,1.0,5.71
102088,2020-10-06,155045,30365,1.0,5.71
102110,2020-10-06,155160,30365,1.0,5.71
102114,2020-10-06,164884,30365,1.0,5.71
102138,2020-10-06,164955,30365,1.0,5.71
102156,2020-10-06,171058,30365,1.0,5.71
102166,2020-10-06,171113,30365,1.0,5.71
102178,2020-10-06,171154,30365,1.0,5.71
102179,2020-10-06,171158,30365,1.0,5.71
102184,2020-10-06,171198,30365,1.0,5.71
102217,2020-10-06,195307,30365,1.0,5.71
102321,2020-10-06,197668,30365,1.0,5.71
102374,2020-10-06,197778,30365,1.0,5.71
102438,2020-10-06,227627,30365,1.0,5.71
102441,2020-10-06,227644,30365,1.0,5.71
102442,2020-10-06,227660,30365,1.0,5.71
102443,2020-10-06,227668,30365,1.0,5.71
102447,2020-10-06,227702,30365,1.0,5.71
102449,2020-10-06,251063,30365,1.0,5.71
102452,2020-10-06,251071,30365,1.0,5.71
102465,2020-10-06,251127,30365,1.0,5.71
102476,2020-10-06,251163,30365,1.0,5.71
102537,2020-10-06,265878,30365,1.0,5.71
102548,2020-10-06,266048,30365,1.0,5.71
102549,2020-10-06,279107,30365,1.0,5.71
102552,2020-10-06,279116,30365,1.0,5.71
102602,2020-10-06,279348,30365,1.0,5.71
102630,2020-10-06,328854,30365,2.0,11.42
102642,2020-10-06,328877,30365,1.0,5.71
102649,2020-10-06,328928,30365,1.0,5.71
102676,2020-10-06,347893,30365,1.0,5.71
102714,2020-10-06,348084,30365,1.0,5.71
102740,2020-10-07,1762,30365,1.0,5.71
102790,2020-10-07,1845,30365,1.0,5.71
102896,2020-10-07,11309,30365,1.0,5.71
102909,2020-10-07,12986,30365,1.0,5.71
103192,2020-10-07,18577,30365,1.0,5.71
103251,2020-10-07,18602,30365,1.0,5.71
103440,2020-10-07,18875,30365,1.0,5.71
103452,2020-10-07,19678,30365,1.0,5.71
103540,2020-10-07,22017,30365,1.0,5.71
103547,2020-10-07,23192,30365,1.0,5.71
103556,2020-10-07,23236,30365,1.0,5.71
103574,2020-10-07,23284,30365,1.0,5.71
103659,2020-10-07,28566,30365,1.0,5.71
103673,2020-10-07,28619,30365,1.0,5.71
103692,2020-10-07,28830,30365,1.0,5.71
103698,2020-10-07,28858,30365,1.0,5.71
103717,2020-10-07,28875,30365,1.0,5.71
103718,2020-10-07,28878,30365,1.0,5.71
103915,2020-10-07,33559,30365,1.0,5.71
103964,2020-10-07,33632,30365,1.0,5.71
103974,2020-10-07,33641,30365,1.0,5.71
104015,2020-10-07,34519,30365,1.0,5.71
104041,2020-10-07,35088,30365,1.0,5.71
104059,2020-10-07,35273,30365,1.0,5.71
104061,2020-10-07,35328,30365,1.0,5.71
104064,2020-10-07,36245,30365,1.0,5.71
104102,2020-10-07,39053,30365,2.0,11.42
104114,2020-10-07,39070,30365,1.0,5.71
104292,2020-10-07,40815,30365,1.0,5.71
104360,2020-10-07,45073,30365,1.0,5.71
104389,2020-10-07,46332,30365,1.0,5.71
104402,2020-10-07,47042,30365,1.0,5.71
104411,2020-10-07,47111,30365,1.0,5.71
104438,2020-10-07,47420,30365,1.0,5.71
104472,2020-10-07,47524,30365,1.0,5.71
104493,2020-10-07,47540,30365,1.0,5.71
104510,2020-10-07,47562,30365,1.0,5.71
104545,2020-10-07,47692,30365,1.0,5.71
104578,2020-10-07,48448,30365,1.0,5.71
104599,2020-10-07,48469,30365,1.0,5.71
104632,2020-10-07,49742,30365,1.0,5.71
104650,2020-10-07,51796,30365,1.0,5.71
104672,2020-10-07,52696,30365,2.0,11.42
104809,2020-10-07,57354,30365,1.0,5.71
104812,2020-10-07,57364,30365,1.0,5.71
104848,2020-10-07,61081,30365,1.0,5.71
104858,2020-10-07,61113,30365,2.0,11.42
104859,2020-10-07,61124,30365,1.0,5.71
104941,2020-10-07,61643,30365,1.0,5.71
105020,2020-10-07,66158,30365,1.0,5.71
105030,2020-10-07,66181,30365,1.0,5.71
105045,2020-10-07,66301,30365,1.0,5.71
105048,2020-10-07,66343,30365,1.0,5.71
105061,2020-10-07,66489,30365,1.0,5.71
105065,2020-10-07,66525,30365,1.0,5.71
105077,2020-10-07,66566,30365,1.0,5.71
105082,2020-10-07,66611,30365,1.0,5.71
105083,2020-10-07,66615,30365,2.0,11.42
105106,2020-10-07,66660,30365,1.0,5.71
105109,2020-10-07,66662,30365,1.0,5.71
105125,2020-10-07,66732,30365,1.0,5.71
105131,2020-10-07,66765,30365,2.0,11.42
105146,2020-10-07,66843,30365,1.0,5.71
105177,2020-10-07,67045,30365,3.0,17.13
105209,2020-10-07,67659,30365,1.0,5.71
105210,2020-10-07,67661,30365,1.0,5.71
105212,2020-10-07,67677,30365,1.0,5.71
105241,2020-10-07,67855,30365,1.0,5.71
105359,2020-10-07,75956,30365,1.0,5.71
105366,2020-10-07,76011,30365,1.0,5.71
105376,2020-10-07,76102,30365,1.0,5.71
105462,2020-10-07,77947,30365,1.0,5.71
105467,2020-10-07,78028,30365,1.0,5.71
105479,2020-10-07,78083,30365,1.0,5.71
105489,2020-10-07,80520,30365,1.0,5.71
105528,2020-10-07,80670,30365,1.0,5.71
105532,2020-10-07,80676,30365,2.0,11.42
105608,2020-10-07,84200,30365,1.0,5.71
105636,2020-10-07,84338,30365,1.0,5.71
105652,2020-10-07,86888,30365,1.0,5.71
105659,2020-10-07,86951,30365,1.0,5.71
105669,2020-10-07,87063,30365,1.0,5.71
105689,2020-10-07,87870,30365,1.0,5.71
105723,2020-10-07,87984,30365,1.0,5.71
105731,2020-10-07,87994,30365,1.0,5.71
105772,2020-10-07,88174,30365,1.0,5.71
105785,2020-10-07,94053,30365,1.0,5.71
105797,2020-10-07,94128,30365,2.0,11.42
105850,2020-10-07,103039,30365,1.0,5.71
105863,2020-10-07,103076,30365,1.0,5.71
105881,2020-10-07,115556,30365,1.0,5.71
105898,2020-10-07,115652,30365,1.0,5.71
105899,2020-10-07,115696,30365,1.0,5.71
105935,2020-10-07,117185,30365,1.0,6.04
105937,2020-10-07,117200,30365,1.0,6.04
105943,2020-10-07,117216,30365,1.0,6.04
105973,2020-10-07,117440,30365,3.0,18.12
106041,2020-10-07,118329,30365,1.0,5.71
106091,2020-10-07,118667,30365,1.0,5.71
106097,2020-10-07,118706,30365,1.0,5.71
106107,2020-10-07,148355,30365,1.0,5.71
106166,2020-10-07,148465,30365,1.0,5.71
106190,2020-10-07,155201,30365,1.0,5.71
106209,2020-10-07,155267,30365,1.0,5.71
106221,2020-10-07,165050,30365,1.0,5.71
106223,2020-10-07,165066,30365,1.0,5.71
106238,2020-10-07,165127,30365,1.0,5.71
106268,2020-10-07,171284,30365,1.0,5.71
106276,2020-10-07,171338,30365,1.0,5.71
106280,2020-10-07,171340,30365,1.0,5.71
106299,2020-10-07,195510,30365,1.0,5.71
106322,2020-10-07,197786,30365,2.0,11.42
106324,2020-10-07,197796,30365,1.0,5.71
106329,2020-10-07,197805,30365,1.0,5.71
106335,2020-10-07,197825,30365,2.0,11.42
106338,2020-10-07,197839,30365,1.0,5.71
106342,2020-10-07,197852,30365,1.0,5.71
106352,2020-10-07,197870,30365,1.0,5.71
106372,2020-10-07,197915,30365,1.0,5.71
106387,2020-10-07,197990,30365,1.0,5.71
106401,2020-10-07,198678,30365,1.0,5.71
106445,2020-10-07,227958,30365,1.0,5.71
106448,2020-10-07,227971,30365,1.0,5.71
106455,2020-10-07,227989,30365,1.0,5.71
106460,2020-10-07,251314,30365,1.0,5.71
106520,2020-10-07,252840,30365,1.0,5.71
106550,2020-10-07,266091,30365,1.0,5.71
106567,2020-10-07,266193,30365,1.0,5.71
106576,2020-10-07,266249,30365,1.0,5.71
106585,2020-10-07,279445,30365,1.0,5.71
106620,2020-10-07,279608,30365,1.0,5.71
106621,2020-10-07,279609,30365,1.0,5.71
106623,2020-10-07,279611,30365,1.0,5.71
106624,2020-10-07,279618,30365,1.0,5.71
106643,2020-10-07,279773,30365,1.0,5.71
106649,2020-10-07,279794,30365,1.0,5.71
106651,2020-10-07,329030,30365,1.0,5.71
106716,2020-10-07,348214,30365,1.0,5.71
106743,2020-10-07,348385,30365,1.0,5.71
106773,2020-10-07,484685,30365,1.0,5.71
106967,2020-10-08,10023,30365,1.0,5.71
107018,2020-10-08,13141,30365,1.0,5.71
107062,2020-10-08,13266,30365,1.0,6.04
107180,2020-10-08,18354,30365,1.0,5.71
107182,2020-10-08,18361,30365,1.0,5.71
107184,2020-10-08,18364,30365,1.0,5.71
107211,2020-10-08,18674,30365,1.0,5.71
107377,2020-10-08,18930,30365,2.0,11.42
107449,2020-10-08,21285,30365,2.0,12.3
107484,2020-10-08,21354,30365,1.0,5.71
107504,2020-10-08,23299,30365,1.0,5.71
107512,2020-10-08,23333,30365,1.0,5.71
107514,2020-10-08,23353,30365,2.0,11.42
107562,2020-10-08,23456,30365,2.0,11.42
107586,2020-10-08,27870,30365,1.0,5.71
107590,2020-10-08,28649,30365,1.0,5.71
107611,2020-10-08,28733,30365,1.0,5.71
107630,2020-10-08,28815,30365,1.0,5.71
107726,2020-10-08,30740,30365,1.0,5.71
107776,2020-10-08,31150,30365,2.0,11.42
107961,2020-10-08,34703,30365,2.0,11.42
107966,2020-10-08,34749,30365,1.0,5.71
107979,2020-10-08,35047,30365,1.0,5.71
108045,2020-10-08,36384,30365,1.0,5.71
108076,2020-10-08,39200,30365,1.0,5.71
108087,2020-10-08,39244,30365,1.0,5.71
108155,2020-10-08,39593,30365,2.0,11.42
108202,2020-10-08,40889,30365,1.0,5.71
108303,2020-10-08,46526,30365,1.0,5.71
108361,2020-10-08,47655,30365,1.0,5.71
108408,2020-10-08,47752,30365,1.0,5.71
108441,2020-10-08,47804,30365,1.0,5.71
108493,2020-10-08,48554,30365,1.0,5.71
108519,2020-10-08,48668,30365,1.0,5.71
108593,2020-10-08,56401,30365,1.0,5.71
108634,2020-10-08,57141,30365,1.0,5.71
108650,2020-10-08,57342,30365,1.0,5.71
108651,2020-10-08,57362,30365,2.0,11.42
108666,2020-10-08,57434,30365,1.0,5.71
108686,2020-10-08,57458,30365,1.0,5.71
108690,2020-10-08,57467,30365,2.0,11.42
108703,2020-10-08,57507,30365,2.0,11.42
108713,2020-10-08,57531,30365,1.0,5.71
108730,2020-10-08,60406,30365,1.0,5.71
108734,2020-10-08,60413,30365,1.0,5.71
108764,2020-10-08,60502,30365,2.0,11.42
108808,2020-10-08,61413,30365,1.0,5.71
108815,2020-10-08,61465,30365,1.0,5.71
108854,2020-10-08,61832,30365,1.0,5.71
108869,2020-10-08,61850,30365,1.0,5.71
108935,2020-10-08,62005,30365,1.0,5.71
108978,2020-10-08,66481,30365,1.0,5.71
109005,2020-10-08,66764,30365,1.0,5.71
109016,2020-10-08,66809,30365,1.0,5.71
109048,2020-10-08,66942,30365,1.0,5.71
109069,2020-10-08,67056,30365,1.0,5.71
109090,2020-10-08,67248,30365,1.0,5.71
109144,2020-10-08,67353,30365,1.0,5.71
109149,2020-10-08,67369,30365,1.0,5.71
109158,2020-10-08,67390,30365,1.0,5.71
109166,2020-10-08,67401,30365,1.0,5.71
109167,2020-10-08,67404,30365,1.0,5.71
109180,2020-10-08,67428,30365,1.0,5.71
109193,2020-10-08,68043,30365,1.0,5.71
109200,2020-10-08,68133,30365,1.0,5.71
109203,2020-10-08,68159,30365,1.0,5.71
109212,2020-10-08,68211,30365,1.0,5.71
109216,2020-10-08,74837,30365,1.0,5.71
109230,2020-10-08,74952,30365,1.0,5.71
109238,2020-10-08,75049,30365,1.0,5.71
109263,2020-10-08,75503,30365,1.0,5.71
109279,2020-10-08,75601,30365,1.0,5.71
109301,2020-10-08,76159,30365,1.0,5.71
109394,2020-10-08,76581,30365,1.0,5.71
109568,2020-10-08,80985,30365,1.0,5.71
109610,2020-10-08,84499,30365,2.0,11.42
109642,2020-10-08,84662,30365,2.0,11.42
109712,2020-10-08,87384,30365,1.0,5.71
109789,2020-10-08,88418,30365,1.0,5.71
109801,2020-10-08,88442,30365,1.0,5.71
109841,2020-10-08,88563,30365,1.0,5.71
109842,2020-10-08,88566,30365,1.0,5.71
109866,2020-10-08,94463,30365,1.0,5.71
109869,2020-10-08,94499,30365,1.0,5.71
109873,2020-10-08,94519,30365,1.0,5.71
109893,2020-10-08,94626,30365,1.0,5.71
109911,2020-10-08,95290,30365,2.0,11.42
109937,2020-10-08,103149,30365,2.0,11.42
109941,2020-10-08,103160,30365,1.0,5.71
109950,2020-10-08,115944,30365,1.0,5.71
110027,2020-10-08,118485,30365,1.0,6.04
110089,2020-10-08,118929,30365,1.0,5.71
110094,2020-10-08,118946,30365,1.0,5.71
110101,2020-10-08,118967,30365,1.0,5.71
110110,2020-10-08,119089,30365,1.0,5.71
110130,2020-10-08,119185,30365,1.0,5.71
110133,2020-10-08,119246,30365,4.0,22.84
110136,2020-10-08,148532,30365,1.0,5.71
110196,2020-10-08,148664,30365,1.0,5.71
110233,2020-10-08,148718,30365,1.0,5.71
110244,2020-10-08,155370,30365,2.0,11.42
110260,2020-10-08,155484,30365,1.0,5.71
110284,2020-10-08,165277,30365,1.0,5.71
110300,2020-10-08,165303,30365,1.0,5.71
110305,2020-10-08,165325,30365,1.0,5.71
110322,2020-10-08,165414,30365,1.0,5.71
110343,2020-10-08,171486,30365,1.0,5.71
110358,2020-10-08,171539,30365,1.0,5.71
110360,2020-10-08,171553,30365,1.0,5.71
110383,2020-10-08,195762,30365,1.0,5.71
110384,2020-10-08,195782,30365,1.0,5.71
110440,2020-10-08,198064,30365,1.0,5.71
110443,2020-10-08,198095,30365,3.0,17.13
110449,2020-10-08,198115,30365,1.0,5.71
110467,2020-10-08,198150,30365,1.0,5.71
110507,2020-10-08,198782,30365,1.0,5.71
110509,2020-10-08,198797,30365,1.0,5.71
110511,2020-10-08,198807,30365,1.0,5.71
110573,2020-10-08,251561,30365,1.0,5.71
110574,2020-10-08,251564,30365,1.0,5.71
110593,2020-10-08,251680,30365,1.0,5.71
110619,2020-10-08,253179,30365,1.0,5.71
110628,2020-10-08,253238,30365,2.0,11.42
110635,2020-10-08,266307,30365,1.0,5.71
110673,2020-10-08,266558,30365,1.0,5.71
110677,2020-10-08,279850,30365,1.0,5.71
110699,2020-10-08,280000,30365,1.0,5.71
110701,2020-10-08,280007,30365,1.0,5.71
110718,2020-10-08,280131,30365,1.0,5.71
110727,2020-10-08,329319,30365,1.0,5.71
110738,2020-10-08,329382,30365,1.0,5.71
110761,2020-10-08,348494,30365,1.0,5.71
110821,2020-10-08,348744,30365,1.0,5.42
110825,2020-10-08,484752,30365,2.0,11.42
111045,2020-10-09,11464,30365,1.0,5.71
111153,2020-10-09,17497,30365,1.0,5.71
111163,2020-10-09,17539,30365,1.0,5.71
111193,2020-10-09,18275,30365,1.0,5.71
111243,2020-10-09,18556,30365,1.0,5.71
111354,2020-10-09,18867,30365,1.0,5.71
111357,2020-10-09,18982,30365,1.0,5.71
111362,2020-10-09,18997,30365,1.0,5.71
111488,2020-10-09,21597,30365,1.0,5.71
111493,2020-10-09,21730,30365,1.0,5.71
111500,2020-10-09,22241,30365,1.0,5.71
111573,2020-10-09,23594,30365,1.0,5.71
111591,2020-10-09,27911,30365,1.0,5.71
111616,2020-10-09,27992,30365,1.0,5.71
111629,2020-10-09,28827,30365,1.0,5.71
111666,2020-10-09,28918,30365,1.0,5.71
111676,2020-10-09,29001,30365,1.0,5.71
111677,2020-10-09,29002,30365,1.0,5.71
111707,2020-10-09,29098,30365,1.0,5.71
111708,2020-10-09,29101,30365,1.0,5.71
111753,2020-10-09,29185,30365,1.0,5.71
111792,2020-10-09,30940,30365,1.0,5.71
111805,2020-10-09,30977,30365,1.0,5.71
111861,2020-10-09,31505,30365,1.0,5.71
111902,2020-10-09,33513,30365,1.0,5.71
111933,2020-10-09,33909,30365,2.0,11.42
111996,2020-10-09,34982,30365,2.0,11.42
112020,2020-10-09,35227,30365,1.0,5.71
112053,2020-10-09,35505,30365,1.0,5.71
112059,2020-10-09,35554,30365,1.0,5.71
112066,2020-10-09,35574,30365,1.0,5.71
112105,2020-10-09,39305,30365,1.0,5.71
112115,2020-10-09,39349,30365,1.0,5.71
112156,2020-10-09,39797,30365,1.0,5.71
112176,2020-10-09,39858,30365,1.0,5.71
112209,2020-10-09,41195,30365,1.0,5.71
112280,2020-10-09,46648,30365,2.0,11.42
112301,2020-10-09,46712,30365,1.0,5.71
112330,2020-10-09,47837,30365,1.0,5.71
112373,2020-10-09,47947,30365,1.0,5.71
112384,2020-10-09,47963,30365,1.0,5.71
112393,2020-10-09,47967,30365,1.0,5.71
112455,2020-10-09,48103,30365,2.0,11.42
112465,2020-10-09,48746,30365,1.0,5.71
112477,2020-10-09,48772,30365,1.0,5.71
112567,2020-10-09,53221,30365,2.0,11.42
112602,2020-10-09,56711,30365,1.0,5.71
112625,2020-10-09,57273,30365,1.0,5.71
112633,2020-10-09,57308,30365,1.0,5.71
112634,2020-10-09,57310,30365,1.0,5.71
112641,2020-10-09,57343,30365,2.0,11.42
112652,2020-10-09,57378,30365,2.0,11.42
112671,2020-10-09,57511,30365,2.0,11.42
112676,2020-10-09,57546,30365,1.0,5.71
112680,2020-10-09,57555,30365,1.0,5.71
112711,2020-10-09,57684,30365,1.0,5.71
112726,2020-10-09,57714,30365,1.0,5.71
112760,2020-10-09,57833,30365,1.0,5.71
112788,2020-10-09,60585,30365,1.0,5.71
112789,2020-10-09,60598,30365,1.0,5.71
112857,2020-10-09,62053,30365,1.0,5.71
112943,2020-10-09,62276,30365,1.0,5.71
113000,2020-10-09,66777,30365,1.0,5.71
113015,2020-10-09,66926,30365,1.0,5.71
113040,2020-10-09,67072,30365,1.0,5.71
113044,2020-10-09,67079,30365,1.0,5.71
113046,2020-10-09,67088,30365,1.0,5.71
113053,2020-10-09,67123,30365,1.0,5.71
113060,2020-10-09,67162,30365,1.0,5.71
113093,2020-10-09,67289,30365,1.0,5.71
113107,2020-10-09,67316,30365,1.0,5.71
113139,2020-10-09,67486,30365,1.0,5.71
113219,2020-10-09,68379,30365,1.0,5.71
113222,2020-10-09,68402,30365,1.0,5.71
113234,2020-10-09,68468,30365,1.0,5.71
113237,2020-10-09,68484,30365,2.0,11.42
113248,2020-10-09,75239,30365,2.0,11.42
113313,2020-10-09,75929,30365,1.0,5.71
113314,2020-10-09,75937,30365,1.0,5.71
113329,2020-10-09,75991,30365,1.0,5.71
113374,2020-10-09,76631,30365,1.0,5.71
113443,2020-10-09,78568,30365,1.0,5.71
113445,2020-10-09,78582,30365,1.0,5.71
113565,2020-10-09,84940,30365,1.0,5.71
113625,2020-10-09,85205,30365,1.0,5.71
113634,2020-10-09,85252,30365,2.0,11.42
113635,2020-10-09,85253,30365,1.0,5.71
113646,2020-10-09,87428,30365,1.0,5.71
113665,2020-10-09,87500,30365,1.0,5.71
113677,2020-10-09,87543,30365,1.0,5.71
113691,2020-10-09,87610,30365,1.0,5.71
113693,2020-10-09,87618,30365,1.0,5.71
113694,2020-10-09,87622,30365,1.0,5.71
113696,2020-10-09,87648,30365,2.0,11.42
113733,2020-10-09,88626,30365,1.0,5.71
113786,2020-10-09,88776,30365,1.0,5.71
113819,2020-10-09,88916,30365,1.0,5.71
113859,2020-10-09,94865,30365,1.0,5.71
113874,2020-10-09,94981,30365,1.0,5.71
113900,2020-10-09,95390,30365,2.0,10.85
113906,2020-10-09,95451,30365,1.0,5.71
113918,2020-10-09,103280,30365,2.0,11.42
113956,2020-10-09,116512,30365,2.0,11.42
114008,2020-10-09,119022,30365,1.0,6.04
114039,2020-10-09,119305,30365,3.0,17.13
114043,2020-10-09,119311,30365,1.0,5.71
114048,2020-10-09,119315,30365,1.0,5.71
114102,2020-10-09,119634,30365,1.0,5.71
114104,2020-10-09,119642,30365,1.0,5.71
114124,2020-10-09,148754,30365,2.0,11.42
114187,2020-10-09,155545,30365,1.0,5.71
114207,2020-10-09,155617,30365,1.0,5.71
114218,2020-10-09,155705,30365,1.0,5.71
114220,2020-10-09,155707,30365,1.0,5.71
114230,2020-10-09,165441,30365,1.0,5.71
114238,2020-10-09,165485,30365,1.0,5.71
114245,2020-10-09,165519,30365,1.0,5.71
114248,2020-10-09,165547,30365,1.0,5.71
114257,2020-10-09,165593,30365,1.0,5.71
114288,2020-10-09,171668,30365,1.0,5.71
114291,2020-10-09,171691,30365,1.0,5.71
114311,2020-10-09,171749,30365,1.0,5.71
114327,2020-10-09,195995,30365,1.0,5.71
114398,2020-10-09,198326,30365,1.0,5.71
114422,2020-10-09,198382,30365,1.0,5.71
114426,2020-10-09,198393,30365,1.0,5.71
114499,2020-10-09,198991,30365,1.0,5.71
114516,2020-10-09,228350,30365,1.0,5.71
114526,2020-10-09,228384,30365,1.0,5.71
114528,2020-10-09,228394,30365,1.0,5.71
114537,2020-10-09,228426,30365,1.0,5.71
114548,2020-10-09,228591,30365,1.0,5.71
114549,2020-10-09,228597,30365,1.0,5.71
114553,2020-10-09,251771,30365,1.0,5.71
114664,2020-10-09,266653,30365,1.0,5.71
114677,2020-10-09,266759,30365,1.0,5.71
114683,2020-10-09,266781,30365,1.0,5.71
114690,2020-10-09,266884,30365,1.0,5.71
114695,2020-10-09,280167,30365,2.0,11.42
114696,2020-10-09,280185,30365,1.0,5.71
114719,2020-10-09,280255,30365,1.0,5.71
114725,2020-10-09,280314,30365,1.0,5.71
114733,2020-10-09,280344,30365,1.0,5.71
114739,2020-10-09,280392,30365,1.0,5.71
114771,2020-10-09,329608,30365,1.0,5.71
114777,2020-10-09,329639,30365,2.0,11.42
114783,2020-10-09,329745,30365,1.0,5.71
114842,2020-10-09,348944,30365,1.0,5.71
114859,2020-10-09,349010,30365,1.0,5.71
114880,2020-10-09,349109,30365,1.0,5.71
114891,2020-10-09,485161,30365,1.0,5.71
114909,2020-10-10,23625,30365,1.0,5.71
114912,2020-10-10,23635,30365,1.0,5.71
114918,2020-10-10,23655,30365,1.0,5.71
114921,2020-10-10,29215,30365,1.0,5.71
114927,2020-10-10,29267,30365,1.0,5.71
114930,2020-10-10,29276,30365,1.0,5.71
114936,2020-10-10,39878,30365,1.0,5.71
114940,2020-10-10,39921,30365,1.0,5.71
114948,2020-10-10,41514,30365,1.0,5.71
114957,2020-10-10,46779,30365,1.0,5.71
114958,2020-10-10,46807,30365,1.0,5.71
114963,2020-10-10,46868,30365,1.0,5.71
114972,2020-10-10,46918,30365,1.0,5.71
114993,2020-10-10,48087,30365,1.0,5.71
114995,2020-10-10,48106,30365,1.0,5.71
115011,2020-10-10,48169,30365,1.0,5.71
115037,2020-10-10,48943,30365,1.0,5.71
115045,2020-10-10,48985,30365,1.0,5.71
115058,2020-10-10,49080,30365,1.0,5.71
115080,2020-10-10,50289,30365,1.0,5.71
115101,2020-10-10,56893,30365,3.0,17.13
115102,2020-10-10,56935,30365,1.0,5.71
115106,2020-10-10,57020,30365,1.0,5.71
115117,2020-10-10,57576,30365,1.0,5.71
115135,2020-10-10,57881,30365,1.0,5.71
115136,2020-10-10,57883,30365,1.0,5.71
115154,2020-10-10,61876,30365,1.0,5.71
115157,2020-10-10,61924,30365,1.0,5.71
115193,2020-10-10,62337,30365,1.0,5.71
115203,2020-10-10,62429,30365,1.0,5.71
115209,2020-10-10,62536,30365,1.0,5.71
115211,2020-10-10,62545,30365,1.0,5.71
115220,2020-10-10,67153,30365,1.0,5.71
115234,2020-10-10,67380,30365,1.0,5.71
115241,2020-10-10,67426,30365,1.0,5.71
115246,2020-10-10,67457,30365,1.0,5.71
115258,2020-10-10,67515,30365,1.0,5.71
115259,2020-10-10,67532,30365,1.0,5.71
115266,2020-10-10,67761,30365,1.0,5.71
115304,2020-10-10,67858,30365,1.0,5.71
115307,2020-10-10,67862,30365,1.0,5.71
115324,2020-10-10,67944,30365,1.0,5.71
115326,2020-10-10,67951,30365,1.0,5.71
115332,2020-10-10,67966,30365,1.0,5.71
115335,2020-10-10,67983,30365,1.0,5.71
115343,2020-10-10,68047,30365,1.0,5.71
115364,2020-10-10,68634,30365,1.0,5.71
115387,2020-10-10,75705,30365,1.0,5.71
115390,2020-10-10,75742,30365,1.0,5.71
115409,2020-10-10,76958,30365,1.0,5.71
115439,2020-10-10,78981,30365,1.0,5.71
115494,2020-10-10,81641,30365,1.0,5.71
115515,2020-10-10,81743,30365,1.0,5.71
115537,2020-10-10,85313,30365,1.0,5.71
115573,2020-10-10,85626,30365,1.0,5.71
115590,2020-10-10,87826,30365,1.0,5.71
115601,2020-10-10,87860,30365,1.0,5.71
115620,2020-10-10,88038,30365,1.0,5.71
115622,2020-10-10,88047,30365,1.0,5.71
115625,2020-10-10,88088,30365,2.0,11.42
115627,2020-10-10,88097,30365,1.0,5.71
115632,2020-10-10,88218,30365,1.0,5.71
115639,2020-10-10,88985,30365,1.0,5.71
115689,2020-10-10,95090,30365,1.0,5.71
115696,2020-10-10,95150,30365,1.0,5.71
115701,2020-10-10,95232,30365,1.0,5.71
115705,2020-10-10,95372,30365,1.0,5.71
115719,2020-10-10,116967,30365,1.0,5.71
115729,2020-10-10,119706,30365,2.0,11.42
115737,2020-10-10,119810,30365,1.0,5.71
115739,2020-10-10,119839,30365,1.0,5.71
115740,2020-10-10,119842,30365,1.0,5.71
115769,2020-10-10,120132,30365,1.0,5.71
115778,2020-10-10,148863,30365,1.0,5.71
115790,2020-10-10,155758,30365,1.0,5.71
115813,2020-10-10,165745,30365,1.0,5.71
115828,2020-10-10,165854,30365,1.0,5.71
115864,2020-10-10,171916,30365,1.0,5.71
115868,2020-10-10,171943,30365,1.0,5.71
115896,2020-10-10,172051,30365,1.0,5.71
115919,2020-10-10,196493,30365,1.0,5.71
115932,2020-10-10,198542,30365,1.0,5.71
115937,2020-10-10,198560,30365,1.0,5.71
115957,2020-10-10,198606,30365,1.0,5.71
115960,2020-10-10,198619,30365,2.0,11.42
115961,2020-10-10,198620,30365,1.0,5.71
115968,2020-10-10,198667,30365,1.0,5.71
115982,2020-10-10,198733,30365,1.0,5.71
115986,2020-10-10,198751,30365,1.0,5.71
115991,2020-10-10,198776,30365,1.0,5.71
115992,2020-10-10,199011,30365,1.0,5.71
116021,2020-10-10,228662,30365,2.0,11.42
116025,2020-10-10,228670,30365,1.0,5.71
116029,2020-10-10,228745,30365,1.0,5.71
116037,2020-10-10,228820,30365,2.0,11.42
116046,2020-10-10,228880,30365,1.0,5.71
116049,2020-10-10,228934,30365,1.0,5.71
116056,2020-10-10,228966,30365,1.0,5.71
116059,2020-10-10,228986,30365,1.0,5.71
116072,2020-10-10,252103,30365,1.0,5.71
116083,2020-10-10,252228,30365,1.0,5.71
116092,2020-10-10,252310,30365,1.0,5.71
116097,2020-10-10,252350,30365,1.0,5.71
116107,2020-10-10,253568,30365,1.0,5.71
116125,2020-10-10,253689,30365,1.0,5.71
116140,2020-10-10,253818,30365,2.0,11.42
116147,2020-10-10,266903,30365,1.0,5.71
116153,2020-10-10,266963,30365,1.0,5.71
